gene	pubmed_count	Synonyms	Symbol_from_nomenclature_authority
TMEM52	5	DBCCR1L|DBCCR1L1|FAM5C	TMEM52
BRINP3	37	ARCH|ARCH2	BRINP3
ZBTB8OS	5	AP-2epsilon|AP2E	ZBTB8OS
TFAP2E	32	-	TFAP2E
ZNF678	0	MPN2	ZNF678
PRSS38	0	C1orf110	PRSS38
CCDC190	0	C1orf228|NCRNA00082|p40	CCDC190
ARMH1	2	ZFP69A|ZKSCAN23A|ZNF642|ZSCAN54A	ARMH1
ZFP69	8	-	ZFP69
SLC35E4	2	C22orf33|EAN57|TEX33|cE81G9.2	SLC35E4
CIMIP4	0	BK250D10.8|LINC00634	CIMIP4
SMIM45	0	BTBD33	SMIM45
SPOPL	12	-	SPOPL
CYP27C1	22	HEATR7B1	CYP27C1
MROH2A	1	-	MROH2A
ESPNL	8	C2orf70|FAM166C	ESPNL
CIMIP2C	0	C2orf53	CIMIP2C
PRR30	0	-	PRR30
C2orf74	6	CFAP59|CILD14|FAP59	C2orf74
CCDC39	60	CCDC36|CT74|LELA1	CCDC39
IHO1	10	MFM7	IHO1
KY	52782	ADC|CSADC|HuADC|HuCSADC	KY
GADL1	32	-	GADL1
CCDC158	4	ECRG1|HATL1|HESP	CCDC158
TMPRSS11A	27	RNF209	TMPRSS11A
TRIML1	5	-	TRIML1
LRRC66	2	CML3|NACED|NAT8-LIKE	LRRC66
NAT8L	68	B0AT1|HND	NAT8L
SLC6A19	152	ERIS|MITA|MPYS|NET23|SAVI|STING|STING-beta|TMEM173|hMITA|hSTING	SLC6A19
STING1	1485	ZNFD	STING1
FAM170A	2	ASI|SPG66	FAM170A
ARSI	629	H3.X|H3.Y.2	ARSI
H3Y2	1	DP58	H3Y2
ANKRD34B	6	FRCL1	ANKRD34B
SLC35D3	14	C6orf95|MCPIP4|TFL|dJ281H8.1|p34	SLC35D3
ZC3H12D	42	SgK085	ZC3H12D
MYLK4	17	ESG1	MYLK4
DPPA5	32	C6orf127|ESP32|dJ510O8.6	DPPA5
CLPSL1	1	GLTL1825|PRO3438|TLT-1|TLT1|dJ238O23.3	CLPSL1
TREML1	49	-	TREML1
ZNF680	0	UNCX4.1	ZNF680
UNCX	26	COL28	UNCX
COL28A1	18	ABCB5alpha|ABCB5beta|EST422562	COL28A1
ABCB5	271	C7orf46	ABCB5
FAM221A	1	CTAGE6P	FAM221A
CTAGE6	0	PEN|PEN.|TSPAN-33	CTAGE6
TSPAN33	32	CCP3	TSPAN33
AGBL3	2	C8ORFK36	AGBL3
KLHL38	7	TRG16|pp9320	KLHL38
NRBP2	13	-	NRBP2
ZNF517	3	KIAA1875	ZNF517
WDR97	0	C8ORFK29	WDR97
TMEM249	2	CRISTIN2|HHRRD|TETAMS2	TMEM249
RSPO2	217	A26A1|CT104.3|POTE-8|POTE8	RSPO2
POTEA	3	DHHC-21|DHHC21|DNZ1|HSPC097	POTEA
ZDHHC21	17	ALKCDase2|ASAH3L	ZDHHC21
ACER2	54	6430402L03Rik|MAR5|MART5|RGAG4|SIRH8	ACER2
RTL5	2	-	RTL5
NHSL2	3	RBM32A	NHSL2
PABPC1L2A	0	KIAA2022|KIDLIA|MRX98|XLID98|XPN	PABPC1L2A
NEXMIF	36	NGFRAP1L1	NEXMIF
BEX5	7	WEX4	BEX5
TCEAL5	4	1700062D20Rik|GPA34|dJ889N15.1	TCEAL5
VSIG1	17	CXorf32|MCPIP2	VSIG1
ZC3H12B	11	-	ZC3H12B
SATL1	0	WDR40C	SATL1
DCAF12L2	2	Mar4|Mart4|SIRH11|ZCCHC16	DCAF12L2
RTL4	3	-	RTL4
LHFPL1	1	CATACOMB|CXorf67|KIP75	LHFPL1
EZHIP	38	LIPL3|bA304I5.1	EZHIP
LIPM	416	FFDD4	LIPM
CYP26C1	59	AMACO|CCSP-2|CCSP2|NET42	CYP26C1
VWA2	24	EC_Rep1a|NOS-1|NOS1|SPGF12|ZC2HC12A	VWA2
NANOS1	91	LRRC22	NANOS1
LRIT2	1	NKX-5.1|NKX5.1|Nkx5-1	LRIT2
HMX3	44	AKR1C8P|AKR1CL1	HMX3
AKR1C8	0	C10orf112|DIET1|bA265G8.2	AKR1C8
MALRD1	10	EBLN-1	MALRD1
EBLN1	4	OR11-47	EBLN1
OR52B6	0	DFNB18B|MLEMP|OTGN	OR52B6
OTOG	54	DCDC5	OTOG
DCDC1	11	C11orf53|OCA-T1	DCDC1
POU2AF2	4	CD20L7|MS4A9	POU2AF2
MS4A10	8	OR11-265	MS4A10
OR2AT4	14	HJDD|ZP	OR2AT4
HEPHL1	13	OR10A2P|OR11-82|OR11-86|OST363	HEPHL1
OR10A2	0	OVTN	OR10A2
OVCH2	5	C12orf70	OVCH2
SMCO2	10	OVCH	SMCO2
OVCH1	3	-	OVCH1
SYT10	18	-	SYT10
ACSM4	4	C12orf7|PANKY	ACSM4
ANKRD33	9	OR6C67	ANKRD33
OR6C2	1	OR12-10	OR6C2
OR6C4	2	H1.7|H1FNT|H1T2	OR6C4
H1-7	39	-	H1-7
OR8S1	2	CRYPTOP|FRASRS2	OR8S1
FREM2	93	-	FREM2
NEK5	28	OR14-37|OR6S1Q	NEK5
OR6S1	1	C14orf36|c14_5373	OR6S1
SLC35F4	7	-	SLC35F4
LRRC9	2	COX8-3	LRRC9
COX8C	12	CLOM|COLM|CRG-L2|CRGL2|LCCS11|UNC-112|UNC-122	COX8C
GLDN	44	GLP|GOLGA6	GLDN
GOLGA6A	10	-	GOLGA6A
TMC3	13	-	TMC3
ZNF774	2	FMN|LD	ZNF774
FMN1	61	-	FMN1
C16orf96	2	ZNF694|ZSCAN31|ZSCAN34	C16orf96
ZKSCAN2	1	BOAT|BOAT1	ZKSCAN2
ATXN1L	19	-	ATXN1L
PKD1L3	53	CD300LE|CLM-2|CLM2|CMRF35-A5|IREM-2|IREM2|PIgR-2|PIgR2	PKD1L3
CD300E	30	-	CD300E
SMTNL2	13	ANAC|NACAL	SMTNL2
NACA2	35	K25IRS3|KRT25C	NACA2
KRT27	17	BDPLT20	KRT27
SLFN14	18	24b2|24b2/STAC2	SLFN14
STAC2	16	DKFZp779B1634	STAC2
ANKRD62	0	-	ANKRD62
VSTM2B	6	ZNF850P	VSTM2B
ZNF850	0	FBXO50|NCCRP-1	ZNF850
NCCRP1	49	INSSA1|SYL	NCCRP1
SYCN	36	-	SYCN
LEUTX	28	-	LEUTX
ZNF404	3	ZNF284L	ZNF404
ZNF284	2	-	ZNF284
C19orf81	1	-	C19orf81
ZNF677	16	RFPL4|RNF210	ZNF677
RFPL4A	3	ZNF371|ZNF495B	RFPL4A
ZSCAN5B	5	HKR2|ZNF50	ZSCAN5B
ZSCAN22	1	NANOS1L|NOS3|ZC2HC12C	ZSCAN22
NANOS3	140	-	NANOS3
PALM3	11	C1orf36|LCA12	PALM3
RD3	336	-	RD3
AADACL4	1	PRAMEF23|PRAMEF5L	AADACL4
PRAMEF5	0	HNRPCL1	PRAMEF5
HNRNPCL1	6	-	HNRNPCL1
PRAMEF9	0	-	PRAMEF9
PRAMEF10	1	NY-SAR-41	PRAMEF10
CCDC18	9	OR1-34|OR1-38|OST731	CCDC18
OR6F1	0	OR1-39|OR1.5.9|OR5AY1	OR6F1
OR14K1	0	OR2W3P|OR2W8P|OST718	OR14K1
OR2W3	15	OR2T8P	OR2W3
OR2T8	0	-	OR2T8
OR2T3	1	-	OR2T3
MYBPHL	11	OR1-8|OR10R2Q	MYBPHL
OR10R2	0	FcRH6	OR10R2
FCRL6	17	DEE57|EIEE57|KCa4.2|SLICK|SLO2.1	FCRL6
KCNT2	68	-	KCNT2
BARHL2	37	TCTEX1D4	BARHL2
DYNLT4	0	-	DYNLT4
OR2T29	0	C20orf95|dJ1100H13.4	OR2T29
ARHGAP40	3	C20orf182|CRISTIN4	ARHGAP40
RSPO4	59	SCA35|TG6|TGM3L|TGY|dJ734P14.3	RSPO4
TGM6	58	C20orf159|dJ310O13.4	TGM6
XKR7	0	MSOG|pMsgn1	XKR7
MSGN1	34	C2orf55|KIAA1211L	MSGN1
CRACDL	0	BHLHC8|FIGALPHA|POF6	CRACDL
FIGLA	119	-	FIGLA
NOTO	3026	-	NOTO
ZNF892	0	ERIH1|ERIH2|NAP5	ZNF892
NCKAP5	11	-	NCKAP5
FOXI3	39	EVX-2	FOXI3
EVX2	41	-	EVX2
CDKL4	3	POSH2|SH3MD4	CDKL4
SH3RF3	12	BTR|PGR6	SH3RF3
GPR148	5	LRRC64	GPR148
LRRIQ4	2	-	LRRIQ4
SAMD7	10	-	SAMD7
AADACL2	3	IEDA|PGR10|R35	AADACL2
GPR149	9	-	GPR149
ZNF860	6	-	ZNF860
TMPRSS7	3	CD200R2|CD200RLa	TMPRSS7
CD200R1L	5	BLNC1	CD200R1L
PAQR9	12	Z3CXXC2	PAQR9
RTP2	19	MUSCLIN	RTP2
OSTN	78	-	OSTN
ATP13A5	8	-	ATP13A5
REELD1	0	ESSPL	REELD1
PRSS48	2	ANKRD56	PRSS48
SOWAHB	5	CSNB1F|FIGLER4	SOWAHB
LRIT3	19	C4orf44	LRIT3
MSANTD1	1	SOAT	MSANTD1
SLC10A6	30	FLDP|HMFN0376|NIIL497|SCDR9|SDR16C3	SLC10A6
HSD17B13	139	profilin-3	HSD17B13
PFN3	25	DKFZp686E2433	PFN3
ZNF879	0	-	ZNF879
PLCXD3	15	IBD19|IFI1|IRGM1|LRG-47|LRG47	PLCXD3
IRGM	319	-	IRGM
FBLL1	2	CILD42|IDAS|MCI|MCIN	FBLL1
MCIDAS	44	ACT	MCIDAS
ACTBL2	18	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	ACTBL2
FAM174A	7	-	FAM174A
MTX3	32	CILD11|RSHL3|RSPH6B|dJ412I7.1	MTX3
RSPH4A	39	ARHGEF32|C6orf91|FBXO49|LFDH|dJ509I19.2|dJ509I19.3|dJ509I19.5	RSPH4A
ECT2L	3	C6orf178|C6orf179|C6orf180|EGFL10|EGFL11|RP25|SPAM|bA166P24.2|bA307F22.3|bA74E24.1|dJ1018A4.2|dJ22I17.2|dJ303F19.1	ECT2L
EYS	532	dJ153G14.3	EYS
ZNF391	4	C6orf40|TNDM1|ZNF698|bA145L22|bA145L22.2	ZNF391
ZFP57	142	14-Sep	ZFP57
SEPTIN14	15	7A5|SH3BP4L	SEPTIN14
MACC1	320	GPR138	MACC1
OR6V1	0	OR2A12P|OR2A16P	OR6V1
OR2A12	1	-	OR2A12
OR2A1	4	GDCA|HG1E	OR2A1
GNAT3	81	DC7|DGAT2L2|MGAT3	GNAT3
MOGAT3	7	FAM137B|FAM71F2|GARI	MOGAT3
GARIN1A	0	-	GARIN1A
STRA8	502	CLEC15B	STRA8
KLRG2	3	-	KLRG2
PRSS51	1	P5	PRSS51
SLC10A5	7	GPR144|PGR24	SLC10A5
ADGRD2	3	26RFa|P518	ADGRD2
QRFP	79	OR9-18|hg32	QRFP
OR1J1	0	OR9-26|OR9-B	OR1J1
OR1B1	2	C9orf48|bA571F15.4	OR1B1
KIF24	22	IGFBP-RP4|IGFBPRP4|bA113O24.1	KIF24
IGFBPL1	23	MURC|cavin-4	IGFBPL1
CAVIN4	27	HFZ20|MRX45|dJ54B20.6	CAVIN4
ZNF81	17	ITIH5L|UNQ6369|dJ14O9.1	ZNF81
ITIH6	1	-	ITIH6
LANCL3	3	SLC54A3	LANCL3
MPC1L	2	WDR42C	MPC1L
DCAF8L2	1	ANKRD58	DCAF8L2
SOWAHD	0	ORX1	SOWAHD
OR13H1	1	-	OR13H1
CCDC160	0	SGPX	CCDC160
CXorf66	2	DC3	CXorf66
DGAT2L6	3	-	DGAT2L6
RAB41	13	sulfatase	RAB41
ARSH	143	CT3.3|MAGE-B5	ARSH
MAGEB5	5	CENPVP3	MAGEB5
CENPVL3	0	GNG5P2|GNG5ps|HG3L1|HG3L3|dJ364I1.1	CENPVL3
GNG5B	0	OOMD|OOMD2|OZEMA2|bA631M21.2	GNG5B
TUBB8	49	-	TUBB8
LRRTM1	54	-	LRRTM1
LRRTM3	22	CACRC	LRRTM3
CATSPER3	19	CDCBM7|PMGYSA|bA506K6.1	CATSPER3
TUBB2B	115	HLD26|PAPST1|SLL|UGTrel4	TUBB2B
SLC35B2	30	FKSG84|PRO0899|TDE2|TDE2L	SLC35B2
SERINC2	26	NM23-H9|NXL2|TXL-2|TXL2|TXNDC6	SERINC2
NME9	4	-	NME9
OTOP3	13	-	OTOP3
C6orf52	2	TBX13|TBX7	C6orf52
TBX10	17	PDDC1	TBX10
GATD1	0	ALI1|AMIGO-2|DEGA	GATD1
AMIGO2	67	FAM70B	AMIGO2
TMEM255B	3	-	TMEM255B
RBPMS2	40	-	RBPMS2
ANKDD1A	6	C15orf38	ANKDD1A
ARPIN	429	ACSM2|HXMA|HYST1046	ARPIN
ACSM2B	9	MRCL|MRCL1|MRLP2	ACSM2B
CLEC18A	10	C16orf84|MFRG|NCS2|UPF0432	CLEC18A
CTU2	18	FAM33A	CTU2
SKA2	82	FAM195B|GRAN2|MCRIP	SKA2
MCRIP1	3	SELV	MCRIP1
SELENOV	14	-	SELENOV
ZNF530	1	FAM159A|PRO7171|WWLS2783	ZNF530
SHISAL2A	0	C1orf117	SHISAL2A
FAM131C	3	Gen	FAM131C
GEN1	171	FONG	GEN1
FTCDNL1	5	-	FTCDNL1
WDR53	3	NP3	WDR53
LNP1	22	CCDC37|MIA1	LNP1
CFAP100	1	Xtrp2	CFAP100
SLC6A18	26	ARCI6|ICHTHYIN|ICHYN|NIPA4|SLC57A6	SLC6A18
NIPAL4	44	BCNG-1|BCNG1|DEE24|EIEE24|GEFSP10|HAC-2	NIPAL4
HCN1	714	bA350J20.1|p42	HCN1
NUP43	20	-	NUP43
ZNF713	4	-	ZNF713
WDR86	3	CX29|CX30.2|CX31.3|GJE1	WDR86
GJC3	26	FOXD4L2|FOXD4b|bA460E7.2	GJC3
FOXD4L4	2	FKSG76|PNAT-3|PNAT3	FOXD4L4
NMNAT3	58	C11orf34	NMNAT3
PLET1	25	NGRH1|NgR2	PLET1
RTN4RL2	17	GPRg1b|PGR2	RTN4RL2
GPR142	36	C19orf51|CILD2|DAB1|PCD|PF22	GPR142
DNAAF3	16	LEG1	DNAAF3
C6orf58	7	-	C6orf58
ZNF429	7	ULBP5	ZNF429
RAET1G	18	GOSPEL|OPDM4|RLP1	RAET1G
RILPL1	19	LEP1	RILPL1
LCE1A	1	LEP2|SPRL2A	LCE1A
LCE1B	6	LEP3	LCE1B
LCE1C	14	LEP4	LCE1C
LCE1D	3	LEP5	LCE1D
LCE1E	1	LEP6	LCE1E
LCE1F	3	LEP9	LCE1F
LCE2A	1	LEP11	LCE2A
LCE2C	2	LEP12|SPRL1A	LCE2C
LCE2D	4	LEP13	LCE2D
LCE3A	15	LEP14	LCE3A
LCE3B	57	LEP15|SPRL3A	LCE3B
LCE3C	63	LEP17	LCE3C
LCE3E	9	-	LCE3E
TBC1D26	1	T2R24|T2R42|T2R55|TAS2R55	TBC1D26
TAS2R42	11	L2|LGICZ|LGICZ1|ZAC|ZAC1	TAS2R42
ZACN	13	OATP-H|OATP-M1|OATP4C1|OATPX|PRO2176|SLC21A20	ZACN
SLCO4C1	45	OZEMA16|PREMBL2|hPADVI	SLCO4C1
PADI6	58	C6orf119|FAM103A2P|RAMMETL|RAMMETP1|dJ427A4.2	PADI6
RAMACL	0	ZFP445|ZKSCAN15|ZNF168|ZSCAN47	RAMACL
ZNF445	7	CK26|K25B|K25IRS2|K26|KRT25B	ZNF445
KRT26	4	RGSL|RGSL2	KRT26
RGSL1	9	Lrp2bp	RGSL1
ANKRD37	18	KAP12.2|KRTAP12.2	ANKRD37
KRTAP12-2	0	SRG5	KRTAP12-2
SPATA12	8	KAP12.1|KRTAP12.1	SPATA12
KRTAP12-1	2	KAP10.10|KAP18.10|KRTAP18-10|KRTAP18.10	KRTAP12-1
KRTAP10-10	0	PGR13	KRTAP10-10
GPR141	6	-	GPR141
ZNF233	1	MyD88-4|TICAM-2|TIRAP3|TIRP|TRAM	ZNF233
TICAM2	123	POL4P	TICAM2
POLN	63	OP-2	POLN
BMP8A	52	BPY1B	BMP8A
VCY1B	0	CD85|CD85F|ILT-11|ILT11|LILRB7|LIR-9|LIR9	VCY1B
LILRA5	13	C20orf185|LPLUNC3|RYA3	LILRA5
BPIFB3	8	Pgc7|STELLA	BPIFB3
DPPA3	174	CFM1|FAM101B	DPPA3
RFLNB	6	CVID14	RFLNB
IRF2BP2	102	FRBZ1|ZNF924	IRF2BP2
ZBTB41	3	-	ZBTB41
NANOGNB	3	-	NANOGNB
TMPRSS9	11	GLTDC1|GT6M7	TMPRSS9
GLT6D1	11	C17orf93|HOXB-AS5|HOXB13-AS1|HOXBAS5|NCRNA00253	GLT6D1
PRAC2	5	TESSP1	PRAC2
PRSS41	2	GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1	PRSS41
GSTK1	82	-	GSTK1
USP50	9	RBMS4	USP50
DND1	141	C170RF1|C17ORF1|C17ORF1A|CDRT1|FBXW10P1|HREP|SM25H2	DND1
FBXW10B	0	CI-20|CI-20KD|MC1DN3|MY017|PSST	FBXW10B
NDUFS7	54	PTR	NDUFS7
PTCHD3	13	FINCA	PTCHD3
NHLRC2	22	C10orf96	NHLRC2
CCDC172	3	GALNACT18|GALNT15|GALNTL4|GalNAc-T15|GalNAc-T18	CCDC172
GALNT18	8	B7-H6|B7H6|DKFZp686O24166	GALNT18
NCR3LG1	74	CANP|POIKTMP	NCR3LG1
FAM111B	58	-	FAM111B
TMEM179B	0	CARABIN|EPI64C	TMEM179B
TBC1D10C	26	CILD34|RSPH16A|TSARG5|TSARG6	TBC1D10C
DNAJB13	26	K1B|KRT1B	DNAJB13
KRT77	9	DFNA73|DFNB84|DFNB84A|PTPGMC1|R-PTP-Q	KRT77
PTPRQ	58	-	PTPRQ
C12orf42	5	C14orf76|GPA/WT|LYSOLP|hASNase1	C12orf42
ASPG	42	-	ASPG
TEX9	5	ACLS|AGBK|HLS2|JBTS12|MMEDF|UNQ340	TEX9
KIF7	99	-	KIF7
ZNF710	2	(ppGpp)ase|MESH1	ZNF710
HDDC3	10	TEPP	HDDC3
SPMIP8	0	C17orf83	SPMIP8
SPEM1	14	-	SPEM1
EFCAB5	3	LRRC37|LRRC37A	EFCAB5
LRRC37A3	1	NY-BR-1.1	LRRC37A3
ANKRD30B	3	C18orf34	ANKRD30B
CCDC178	5	ATPASEP|ATPIIB|HUSSY-20|NEO1L|hMMR1	CCDC178
ATP9B	11	C19orf35	ATP9B
PEAK3	20	11-DH3|11-beta-HSD3|HSD1L|HSD3|SCDR10|SCDR10B|SDR26C2	PEAK3
HSD11B1L	3	C19orf45|TEX45	HSD11B1L
SAXO5	0	DEGCAGS|hang	SAXO5
ZNF699	5	UNQ501	ZNF699
TMEM205	12	-	TMEM205
YJEFN3	3	UNQ698	YJEFN3
SBSN	56	-	SBSN
ZNF829	0	ZFP568	ZNF829
ZNF568	7	B3GALT7|BGALT15|beta3Gn-T8	ZNF568
B3GNT8	23	APRG644|UNQ644	B3GNT8
IGFL1	17	C19orf68	IGFL1
ZSWIM9	2	ZNF419B	ZSWIM9
ZNF773	4	AGPA3119|C1orf187|UNQ3119|neucrin	ZNF773
DRAXIN	46	spergen-2|spergen2	DRAXIN
SPATA21	4	CCDC23|NEDAHM	SPATA21
SVBP	40	ATPAF1-AS1|C1orf223|THEG4	SVBP
TEX38	3	C1orf175|HEATR8	TEX38
MROH7	2	FAM73A	MROH7
MIGA1	17	JEDI|MEGF12	MIGA1
PEAR1	90	UNQ512|dJ747L4.C1.2	PEAR1
SFT2D2	7	ARNT|D320|ODCD2|TANGO|TANGO1|UNQ6077	SFT2D2
MIA3	46	C1orf95	MIA3
STUM	39	C1orf153	STUM
FAM89A	10	-	FAM89A
PFN4	9	-	PFN4
FAM228B	2	UNQ2430	FAM228B
ANKRD36	18	C2orf38	ANKRD36
RBM43	9	RP26	RBM43
CERKL	79	C2orf62	CERKL
CATIP	8	-	CATIP
RBM44	8	AQP-12|AQP12|AQPX2	RBM44
AQP12A	5	GARLH4	AQP12A
LHFPL4	11	C3orf77	LHFPL4
TOPAZ1	20	MAPS	TOPAZ1
C3orf62	4	TMEM110	C3orf62
STIMATE	6232	ELLP3030|GARPL1|LRRC33|SENEBAC|UNQ3030	STIMATE
NRROS	21	-	NRROS
C5orf34	4	-	C5orf34
MAST4	43	C5orf25|OOMA1|PLEIAD	MAST4
SIMC1	9	CX25|bA136M9.1|connexin25	SIMC1
GJB7	9	PSST739|UNQ739	GJB7
VWC2	13	TRIM50B	VWC2
TRIM73	6	C7orf52	TRIM73
NAT16	2	DFNB61|PRES	NAT16
SLC26A5	202	LHFPL4	SLC26A5
LHFPL3	22	CRIM2|KCP1|NET67	LHFPL3
KCP	304	SPATA15	KCP
SPATC1	13	C9orf165|UNQ470	SPATC1
ENHO	180	-	ENHO
PTAR1	5	BMFS2|C9orf102|HEBO|RAD26L|SR278	PTAR1
ERCC6L2	29	C9orf119|SAE3	ERCC6L2
SWI5	174	-	SWI5
C9orf50	6	C9orf111|NTE-R1|NTEL1	C9orf50
PNPLA7	16	AGRIN|CMS8|CMSPPD	PNPLA7
AGRN	109	C9orf169	AGRN
CYSRT1	2	HRLRRP|LRRC10A	CYSRT1
LRRC10	18	-	LRRC10
RAB15	33	ACSVL5|FATP|FATP-1|FATP1	RAB15
SLC27A1	187	ZC3HDC6	SLC27A1
ZC3H6	4	-	ZC3H6
KLHL30	6	DUB-3|DUB3|USP17	KLHL30
USP17L2	49	CAXIII	USP17L2
CA13	335	E-NTPDase|GLSR2492|NTPDase-8|UNQ2492	CA13
ENTPD8	14	TRIM50C	ENTPD8
TRIM74	4	APITD1|CENP-S|FAAP16|MHF1	TRIM74
CENPS	143	-	CENPS
CATSPER4	18	EPM2A|EPM2B|MALIN|bA204B7.2	CATSPER4
NHLRC1	166	-	NHLRC1
RNF148	4	RBMY1D	RNF148
RBMY1B	2	RBM1|RBM2|RBMY1A1|YRRM1|YRRM2|hRBMY	RBMY1B
RBMY1D	0	-	RBMY1D
RBMY1E	1	-	RBMY1E
RBMY1J	2	-	RBMY1J
KCTD8	14	bA321C24.3	KCTD8
KCTD4	3	IL-31	KCTD4
IL31	678	KAP10.4|KAP18-4|KRTAP10.4|KRTAP18-4|KRTAP18.4	IL31
KRTAP10-4	1	KAP10.6|KAP18.6|KRTAP18-6|KRTAP18.6	KRTAP10-4
KRTAP10-6	1	KAP10.7|KAP18.7|KRTAP18-7	KRTAP10-6
KRTAP10-7	0	KAP10.9|KAP18.9|KRTAP18-9	KRTAP10-7
KRTAP10-9	0	KAP10.1|KAP18-1|KAP18.1|KRTAP10.1|KRTAP18-1|KRTAP18.1	KRTAP10-9
KRTAP10-1	4	KAP10.11|KAP10.9|KAP18-9|KAP18.11|KRTAP10-9|KRTAP10.9|KRTAP18-11|KRTAP18-9|KRTAP18.11|KRTAP18.9	KRTAP10-1
KRTAP10-11	1	KAP10.2|KAP18-2|KAP18.2|KRTAP10.2|KRTAP18-2|KRTAP18.2	KRTAP10-11
KRTAP10-2	0	KAP10.5|KAP18-5|KAP18.5|KRTAP10.5|KRTAP18-5|KRTAP18.1|KRTAP18.5	KRTAP10-2
KRTAP10-5	0	KAP10.8|KRTAP18-8|KRTAP18.8	KRTAP10-5
KRTAP10-8	0	KAP10.3|KAP18-3|KAP18.3|KRTAP10.3|KRTAP18-3|KRTAP18.3	KRTAP10-8
KRTAP10-3	1	KRTAP12.3	KRTAP10-3
KRTAP12-3	1	KRTAP12.4	KRTAP12-3
KRTAP12-4	0	KAP10.12|KRTAP18-12|KRTAP18.12	KRTAP12-4
KRTAP10-12	2	ALI3|AMIGO-3	KRTAP10-12
AMIGO3	11	GPR169|MRGG	AMIGO3
MRGPRG	3	P1P373C6|ZNF307|ZNF427|ZSCAN36	MRGPRG
ZKSCAN4	15	IDDM5|SMT3H4|SUMO-4|dJ281H8.4	ZKSCAN4
SUMO4	107	C6orf173|CENP-W|CUG2	SUMO4
CENPW	59	C6orf174|dJ403A15.3	CENPW
SOGA3	0	C6orf204|LIS10|NY-BR-15|bA57K17.2	SOGA3
CEP85L	19	ASRT2|GPR154|GPRA|NPSR|PGR14|VRR1	CEP85L
NPSR1	183	-	NPSR1
C6orf120	6	KRN1L|KRTAP5.1	C6orf120
KRTAP5-1	3	KRTAP5-9|KRTAP5.3	KRTAP5-1
KRTAP5-3	0	KRTAP5.4	KRTAP5-3
KRTAP5-4	4	KRTAP5.10	KRTAP5-4
KRTAP5-10	0	TBP2|TRF3	KRTAP5-10
TBPL2	34	SHTAP	TBPL2
NSUN4	35	C6orf190|C6orf207|GASP|SPOT|TSEPA	NSUN4
THEMIS	398	-	THEMIS
RASL11A	14	PGR1	RASL11A
GPR153	11	CarF|KUA|TMEM189	GPR153
PEDS1	6	CROC-1B|CROC1B|KUA-UEV|TMEM189-UBE2V1	PEDS1
PEDS1-UBE2V1	0	C1orf32|dJ782G3.1	PEDS1-UBE2V1
ILDR2	22	HIMTP|UST6	ILDR2
SLC22A25	8	C10orf140|DLN-1	SLC22A25
SKIDA1	2	FAM21A|FAM21B|bA56A21.1|bA98I6.1	SKIDA1
WASHC2A	1	-	WASHC2A
SH2D4B	4	AP-57|AP57|C10orf99|CSBF|GPR15L|UNQ1833	SH2D4B
GPR15LG	0	CJMG|CRT2|CTRCT47|MCT12	GPR15LG
SLC16A12	38	C10orf130|C10orf131	SLC16A12
CC2D2B	2	C10orf134|ENOS	CC2D2B
ENO4	9	ARMD8	ENO4
ARMS2	572	C10orf122|bA383C5.1	ARMS2
TEX36	1	LINC00959	TEX36
C10orf143	1	BRIL|DSPA1|Hrmp1|OI5|fragilis4	C10orf143
IFITM5	114	OR11-65|OR56B1P	IFITM5
OR56B1	0	-	OR56B1
INSC	243	-	INSC
FIBIN	16	AG2	FIBIN
C11orf96	5	OAT5|hOAT5	C11orf96
SLC22A10	10	RINGOC|Ringo2|SPDYE4	SLC22A10
SPDYC	2	-	SPDYC
LIPT2	16	C11orf90	LIPT2
VSTM5	4	-	VSTM5
OR8G3P	0	INPE5792|KACL|PILAR|UNQ5792	OR8G3P
CLEC2A	10	UNQ5782	CLEC2A
CLEC12B	24	RAB15EP	CLEC12B
REP15	11	C12orf68	REP15
CCDC184	1	AGD3|OCC-1|OCC1	CCDC184
C12orf75	12	CCDC42B|MIA2	C12orf75
CFAP73	0	DSPB2|IFITMD2	CFAP73
TMEM233	3	PR-Set7|PR/SET07|SET07|SET8|SETD8	TMEM233
KMT5A	169	CTRP9B	KMT5A
C1QTNF9B	57	C13orf13|PRO28631|TMEM46|WGAR9166|bA398O19.2|hShisa	C1QTNF9B
SHISA2	14	-	SHISA2
NHLRC3	3	C13orf21|bA269C23.1	NHLRC3
SERP2	34	UNQ9438	SERP2
TOMM20L	2	HUR1|MART1|Mar1|PEG11|SIRH2	TOMM20L
RTL1	121	C14orf90|TMEM179A	RTL1
TMEM179	3	NANOGP1|PN8	TMEM179
NANOGP8	47	C15orf52	NANOGP8
CCDC9B	2	TIPE3	CCDC9B
TNFAIP8L3	31	FAM148B|NLF2	TNFAIP8L3
C2CD4B	27	C15orf59	C2CD4B
INSYN1	4	SBK	INSYN1
SBK1	19	-	SBK1
C16orf87	0	-	C16orf87
C16orf86	1	-	C16orf86
GLTPD2	3	HSD45	GLTPD2
INCA1	28	C17orf87|UNQ5783	INCA1
SCIMP	23	-	SCIMP
C17orf100	0	-	C17orf100
SPDYE4	0	-	SPDYE4
TMEM220	11	-	TMEM220
SHISA6	11	C17orf76|FAM211A	SHISA6
LRRC75A	17	TMIGD|UNQ9372	LRRC75A
